order_id,customer_name,email,order_date,product,category,price,quantity,country,sales_channel,payment_type,order_status,discount_applied,customer_age,newsletter_signup
5174,Ravi Weber  ,ravi.weber47outlook.com,16/01/2024,Trainers,Footwear,29.99,1,uk,Email,Google Pay,Refunded,TRUE,unknown,no
5175,Ethan Chen  ,ethan.chen75hotmail.com,2024.04.08,Hoodie,Accessories,29.99,2,U.K.,TikTok,Apple Pay,Cancelled,Yes,34,no
5176,Hannah Wright  ,hannahwright@outlook.com,2024.02.27,Trainers,Clothing,Â£29.99,-1,GB,Instagram,Apple Pay,Pending,No,34,TRUE
5177,Noah Ricci,noahricci@outlook.com,08/04/2024,Cap,Accessories,Â£60.00,1,United Kingdom,email,Apple Pay,Pending,No,18,TRUE
5178,Elena Brown ,elena.brown26@hotmail.com,2024.04.01,Running Shoes,Footwear,N/A,-1,U.K.,Facebook,Google Pay,Pending,Yes,41,yes
5179,Ben Schmidt ,ben.schmidt85hotmail.com,01-Apr-24,Graphic Tee,Accessories,Â£45,3,GB,Email,PayPal,Completed,N,41,TRUE
5180,Fatima Keller,fatima.keller15@mail.com,02/04/2024,Denim Jacket,Footwear,Â£45,2,UK,TikTok,Card,Cancelled,Y,unknown,FALSE
5181,Amelia Nielsen  ,amelia.nielsen52@,13-Apr-24,Denim Jacket,Clothing,Â£45,0,United Kingdom,email,Google Pay,Completed,Yes,41,TRUE
5182,Isla Nguyen ,isla.nguyen28@@hotmail.com,17/02/2024,Trainers,Footwear,N/A,2,United Kingdom,Instagram,Apple Pay,Cancelled,TRUE,34,no
5183,Ben Popescu  ,ben.popescu62@hotnail.com,14-Feb-24,Running Shoes,Accessories,N/A,0,United Kingdom,Email,Google Pay,Completed,No,,FALSE
5184,Callum Nielsen,callumnielsen@outlook.com,2024.04.10,Cap,Clothing,29.99,-1,GB,email,Card,Refunded,FALSE,18,TRUE
5185,Ethan Khan  ,ethan.khan38@,18-Feb-24,Graphic Tee,Clothing,N/A,3,GB,Instagram,Google Pay,Completed,FALSE,,FALSE
5186,Noah Martinez  ,noah.martinez52 @gmail.com,2024.04.10,Denim Jacket,Footwear,Â£29.99,2,GB,Facebook,PayPal,Refunded,Y,27,FALSE
5187,Liam Popescu  ,liam.popescu41@gmail.com,18-Jan-24,Hoodie,Accessories,Â£45,-1,U.K.,Instagram,Apple Pay,Completed,FALSE,,yes
5188,Harper Brown,harperbrown@outlook.com,2024.01.03,Graphic Tee,Accessories,29.99,2,UK,TikTok,Card,Cancelled,Y,34,no
5189,Jonas Chen,jonas.chen83@company.co,15/04/2024,Hoodie,Clothing,Â£60.00,1,U.K.,email,Card,Pending,TRUE,34,TRUE
5190,Yusuf Thompson ,yusuf.thompson70@hotnail.com,2024.02.14,Denim Jacket,Clothing,Â£29.99,2,U.K.,email,Apple Pay,Cancelled,TRUE,27,FALSE
5191,Alina Chen,alinachen@hotmail.com,24/01/2024,Graphic Tee,Accessories,29.99,-1,uk,Email,Card,Refunded,Y,22,no
5192,Ava Novak ,ava.novak63@outlok.com,06-Apr-24,Hoodie,Accessories,Â£29.99,-1,GB,email,PayPal,Cancelled,No,34,no
5193,Zara Schmidt,zara.schmidt28@,2024.01.08,Running Shoes,Clothing,Â£45,-1,UK,instagram,Google Pay,Completed,Y,41,FALSE
5194,Fatima Ali,fatima.ali39gmail.com,2024.04.02,Running Shoes,Clothing,N/A,3,uk,instagram,Google Pay,Pending,FALSE,unknown,TRUE
5195,Jonas Schmidt,jonas.schmidt61@,03/02/2024,Denim Jacket,Footwear,29.99,1,GB,Instagram,Apple Pay,Pending,Y,,no
5196,Yusuf Popescu ,yusuf.popescu67@company.co,14/01/2024,Trainers,Footwear,Â£45,3,U.K.,Email,Apple Pay,Cancelled,No,unknown,TRUE
5197,Alina Popescu  ,alina.popescu50@@hotmail.com,2024.04.27,Graphic Tee,Accessories,29.99,3,U.K.,Facebook,Apple Pay,Pending,TRUE,18,TRUE
5198,Anika Nielsen  ,anika.nielsen66mail.com,2024.02.02,Running Shoes,Clothing,Â£29.99,-1,United Kingdom,instagram,Google Pay,Completed,Y,34,TRUE
5199,Liam Conti ,liam.conti89company.co,2024.01.09,Graphic Tee,Footwear,29.99,0,United Kingdom,email,Card,Completed,FALSE,,TRUE
5200,Ethan Thompson ,ethan.thompson67 @hotmail.com,10-Apr-24,Graphic Tee,Clothing,55,2,GB,Email,Google Pay,Completed,FALSE,,TRUE
5201,Amir Brown ,amir.brown94@@hotmail.com,16-Mar-24,Denim Jacket,Clothing,29.99,0,UK,Facebook,Apple Pay,Completed,No,18,TRUE
5202,Yusuf Fischer,yusuf.fischer64hotmail.com,13/03/2024,Graphic Tee,Clothing,N/A,1,U.K.,instagram,PayPal,Pending,N,unknown,TRUE
5203,Leo Wright,leo.wright87 @hotmail.com,12-Feb-24,Cap,Accessories,Â£45,3,UK,Email,Card,Refunded,FALSE,34,yes
5204,Clara Smith,clara.smith36@outlok.com,06/04/2024,Denim Jacket,Accessories,N/A,2,United Kingdom,Facebook,Apple Pay,Completed,Y,27,TRUE
5205,Elena Novak,elena.novak63@hotnail.com,14/04/2024,Hoodie,Footwear,29.99,1,uk,email,Apple Pay,Completed,Y,27,yes
5206,Amir Rossi ,amir.rossi69@@company.co,2024.04.20,Running Shoes,Accessories,Â£45,1,U.K.,instagram,Google Pay,Cancelled,FALSE,34,FALSE
5207,Sebastian Nguyen  ,sebastian.nguyen78@gmal.com,2024.03.11,Cap,Clothing,29.99,1,U.K.,Instagram,PayPal,Cancelled,TRUE,27,FALSE
5208,Sara Chen ,sara.chen84@,19-Mar-24,Cap,Accessories,N/A,2,uk,Instagram,PayPal,Cancelled,FALSE,,FALSE
5209,Lucas Novak  ,lucas.novak38@hotmail.com,10/04/2024,Cap,Accessories,55,3,U.K.,TikTok,Apple Pay,Refunded,Y,,FALSE
5210,Alina Wright,alina.wright22@hotnail.com,2024.04.10,Trainers,Clothing,N/A,2,uk,instagram,PayPal,Cancelled,No,34,TRUE
5211,Priya Sato ,priya.sato55@,04/03/2024,Running Shoes,Footwear,Â£45,0,U.K.,Instagram,Card,Completed,TRUE,34,TRUE
5212,Ava Chen,ava.chen74@gmal.com,25-Jan-24,Cap,Clothing,N/A,3,UK,TikTok,PayPal,Pending,TRUE,41,yes
5213,Daniel Nowak ,danielnowak@gmail.com,02/01/2024,Cap,Footwear,29.99,1,uk,Email,Apple Pay,Cancelled,Y,22,no
5214,Anika Silva,anika.silva70@gmal.com,27-Apr-24,Cap,Clothing,29.99,1,uk,Facebook,Card,Cancelled,No,27,TRUE
5215,Marco Esposito,marco.esposito79@hotmail.com,2024.03.16,Hoodie,Clothing,Â£29.99,1,UK,Email,Google Pay,Cancelled,TRUE,34,FALSE
5216,Marco Smith,marco.smith67@gmal.com,2024.03.26,Cap,Footwear,Â£29.99,-1,United Kingdom,instagram,Google Pay,Cancelled,No,18,TRUE
5217,Yusuf Novak  ,yusuf.novak12@gmal.com,31/01/2024,Hoodie,Clothing,N/A,3,uk,Email,Apple Pay,Cancelled,No,41,FALSE
5218,Ava Ali ,ava.ali32hotmail.com,03-Jan-24,Hoodie,Footwear,55,-1,uk,instagram,Google Pay,Refunded,TRUE,34,FALSE
5219,Tom Wright,tom.wright26mail.com,30/04/2024,Graphic Tee,Footwear,29.99,2,UK,instagram,PayPal,Pending,No,22,yes
5220,Harper Lopez,harperlopez@hotmail.com,29/03/2024,Cap,Clothing,Â£29.99,-1,U.K.,Email,Apple Pay,Pending,Y,22,FALSE
5221,Priya Nielsen,priya.nielsen95@outlook.com,2024.03.11,Hoodie,Accessories,Â£45,0,GB,instagram,Google Pay,Pending,N,34,no
5222,Jonah Muller  ,jonah.muller70@outlok.com,30/01/2024,Graphic Tee,Footwear,29.99,3,United Kingdom,Facebook,Card,Refunded,Yes,27,TRUE
5223,Ethan Ivanov  ,ethan.ivanov90@outlok.com,17-Jan-24,Cap,Clothing,55,2,UK,Email,PayPal,Pending,No,41,FALSE
5224,Chloe Schmidt ,chloe.schmidt81@outlok.com,20-Apr-24,Denim Jacket,Accessories,Â£45,3,uk,TikTok,Google Pay,Refunded,TRUE,41,FALSE
5225,Jonas Muller ,jonasmuller@gmail.com,2024.01.12,Graphic Tee,Clothing,55,1,GB,instagram,Card,Refunded,N,22,TRUE
5226,Anika Schmidt ,anika.schmidt63outlook.com,05/04/2024,Trainers,Accessories,Â£45,1,United Kingdom,Facebook,Apple Pay,Completed,N,27,TRUE
5227,Alina Muller ,alina.muller50@@mail.com,2024.02.17,Trainers,Clothing,Â£29.99,-1,uk,email,Apple Pay,Cancelled,FALSE,22,FALSE
5228,Zara OConnor ,zara.oconnor73 @company.co,08-Feb-24,Hoodie,Clothing,Â£45,0,uk,email,Apple Pay,Refunded,N,22,FALSE
5229,Daniel ONeil ,daniel.oneil59@@outlook.com,2024.02.01,Graphic Tee,Clothing,29.99,1,UK,TikTok,Card,Pending,Yes,22,yes
5230,Khalid Nguyen,khalid.nguyen75outlook.com,01/01/2024,Running Shoes,Footwear,55,1,UK,Facebook,Card,Pending,Y,34,yes
5231,Fatima Smith,fatima.smith35@,2024.04.28,Trainers,Footwear,Â£29.99,3,United Kingdom,TikTok,Google Pay,Cancelled,FALSE,41,yes
5232,Maya Ivanov  ,maya.ivanov65 @outlook.com,04-Mar-24,Running Shoes,Clothing,29.99,3,U.K.,TikTok,Apple Pay,Pending,No,41,yes
5233,Khalid Hassan ,khalid.hassan94gmail.com,04/02/2024,Hoodie,Clothing,29.99,3,GB,instagram,PayPal,Refunded,TRUE,22,no
5234,Fatima Ricci,fatima.ricci47@outlook.com,26/01/2024,Graphic Tee,Accessories,29.99,-1,uk,instagram,PayPal,Pending,No,27,yes
5235,Layla Romano,layla.romano56@@hotmail.com,01/04/2024,Hoodie,Clothing,55,0,U.K.,Facebook,Card,Pending,Yes,34,FALSE
5236,Ben Papadopoulos  ,ben.papadopoulos31@mail.com,13/03/2024,Hoodie,Footwear,Â£29.99,3,uk,TikTok,PayPal,Cancelled,No,27,FALSE
5237,Tomas Esposito,tomas.esposito66gmail.com,05/02/2024,Denim Jacket,Accessories,N/A,3,U.K.,email,PayPal,Refunded,Y,18,FALSE
5238,Leo Rossi ,leo.rossi19@outlok.com,12-Mar-24,Hoodie,Accessories,55,1,GB,Facebook,Google Pay,Completed,N,,TRUE
5239,Jonah Johnson ,jonah.johnson35outlook.com,2024.01.13,Denim Jacket,Clothing,Â£29.99,3,United Kingdom,instagram,Apple Pay,Refunded,N,22,FALSE
5240,Maya Khan  ,maya.khan25@@company.co,2024.01.24,Hoodie,Footwear,Â£29.99,3,uk,instagram,Card,Completed,No,unknown,no
5241,Arjun Kim,arjun.kim44@company.co,2024.04.10,Hoodie,Footwear,Â£45,3,uk,Instagram,PayPal,Refunded,N,,FALSE
5242,Zara Martinez ,zara.martinez73@outlook.com,2024.01.18,Running Shoes,Accessories,Â£45,2,U.K.,email,Apple Pay,Completed,N,22,yes
5243,Harper Moretti  ,harper.moretti72@@hotmail.com,14/03/2024,Graphic Tee,Footwear,Â£45,3,U.K.,TikTok,Apple Pay,Cancelled,Yes,34,yes
5244,Elena Ali ,elena.ali78@gmal.com,30/03/2024,Hoodie,Footwear,N/A,0,uk,email,Apple Pay,Completed,No,27,TRUE
5245,Zara Berg ,zaraberg@outlook.com,2024.03.08,Cap,Accessories,29.99,2,UK,TikTok,Card,Refunded,N,,FALSE
5246,Mila Ali ,mila.ali94 @mail.com,31/03/2024,Denim Jacket,Accessories,29.99,2,U.K.,TikTok,Apple Pay,Refunded,Yes,22,TRUE
5247,Tomas Popescu  ,tomas.popescu49@mail.com,29-Mar-24,Trainers,Accessories,Â£60.00,3,U.K.,email,PayPal,Completed,FALSE,34,yes
5248,Ben ONeil ,ben.oneil79@company.co,19-Feb-24,Running Shoes,Footwear,Â£29.99,2,uk,TikTok,Card,Pending,Y,34,no
5249,Tom Smith,tom.smith59@mail.com,06/03/2024,Trainers,Footwear,N/A,0,United Kingdom,TikTok,Apple Pay,Refunded,No,41,FALSE
5250,Marco Novak  ,marco.novak77@,2024.04.16,Trainers,Clothing,Â£29.99,3,U.K.,TikTok,Apple Pay,Refunded,TRUE,41,FALSE
5251,Hannah Nielsen,hannah.nielsen62@hotnail.com,2024.01.03,Hoodie,Accessories,55,1,U.K.,email,PayPal,Completed,TRUE,41,TRUE
5252,Fatima Khan  ,fatima.khan10@,09-Feb-24,Hoodie,Clothing,Â£60.00,0,uk,Email,Card,Pending,Yes,,TRUE
5253,Sofia Ali  ,sofia.ali42outlook.com,2024.01.20,Graphic Tee,Clothing,29.99,0,UK,Facebook,Apple Pay,Cancelled,N,41,TRUE
5254,Sofia Hernandez,sofia.hernandez46@@hotmail.com,11-Mar-24,Denim Jacket,Footwear,Â£29.99,0,United Kingdom,TikTok,Apple Pay,Completed,Y,unknown,FALSE
5255,Layla Nowak,layla.nowak30@gmail.com,14/04/2024,Hoodie,Accessories,55,3,uk,instagram,Google Pay,Refunded,FALSE,18,yes
5256,Jakub Kovacs,jakub.kovacs25@@company.co,2024.02.21,Denim Jacket,Footwear,29.99,1,United Kingdom,Instagram,Apple Pay,Refunded,FALSE,34,TRUE
5257,Elena Muller,elena.muller66@hotmail.com,22/04/2024,Hoodie,Clothing,N/A,-1,uk,email,Card,Pending,No,41,no
5258,Leila Thompson,leila.thompson95@,25/02/2024,Trainers,Footwear,Â£45,2,U.K.,instagram,Apple Pay,Refunded,TRUE,,no
5259,Tom Khan ,tom.khan87@@gmail.com,04-Jan-24,Graphic Tee,Footwear,N/A,3,United Kingdom,instagram,Card,Completed,Yes,27,FALSE
5260,Leila Ali ,leila.ali12company.co,14/01/2024,Hoodie,Clothing,29.99,2,United Kingdom,instagram,Apple Pay,Completed,Y,27,no
5261,Oscar Johnson  ,oscar.johnson12 @gmail.com,2024.04.29,Running Shoes,Clothing,29.99,3,UK,Instagram,PayPal,Cancelled,No,34,no
5262,Clara Brown  ,clara.brown20@,10/03/2024,Denim Jacket,Clothing,55,2,uk,TikTok,PayPal,Cancelled,No,22,TRUE
5263,Noah Muller  ,noah.muller10@hotnail.com,26/04/2024,Denim Jacket,Footwear,Â£45,1,U.K.,TikTok,PayPal,Completed,Y,,yes
5264,Theo ONeil ,theo.oneil17@@outlook.com,20/02/2024,Denim Jacket,Accessories,N/A,-1,uk,Email,Google Pay,Pending,Y,34,TRUE
5265,Harper Martinez  ,harper.martinez59@@gmail.com,2024.03.04,Hoodie,Footwear,Â£60.00,2,uk,email,PayPal,Refunded,N,22,TRUE
5266,Clara Silva  ,clara.silva56@gmal.com,01-Jan-24,Denim Jacket,Footwear,29.99,-1,United Kingdom,Email,Google Pay,Pending,No,22,yes
5267,Oscar Novak ,oscar.novak62 @outlook.com,2024.03.08,Hoodie,Clothing,Â£45,2,United Kingdom,email,Apple Pay,Refunded,No,34,no
5268,Anika Kovacs,anika.kovacs23mail.com,2024.01.31,Cap,Accessories,55,3,GB,instagram,Card,Pending,Yes,unknown,TRUE
5269,Chloe Fischer,chloe.fischer64@company.co,2024.01.05,Running Shoes,Clothing,29.99,0,United Kingdom,email,Apple Pay,Refunded,N,18,yes
5270,Fatima Popescu,fatima.popescu81@outlok.com,2024.01.15,Trainers,Accessories,Â£45,-1,U.K.,Facebook,PayPal,Pending,Yes,22,no
5271,Fatima Esposito,fatima.esposito90@outlok.com,08/03/2024,Cap,Accessories,55,3,GB,Facebook,Google Pay,Pending,No,,yes
5272,Nadia Ali,nadia.ali37@,28/04/2024,Graphic Tee,Clothing,29.99,3,United Kingdom,Email,Google Pay,Refunded,TRUE,34,TRUE
5273,Jakub Ricci ,jakub.ricci80company.co,04-Jan-24,Running Shoes,Clothing,Â£45,3,GB,instagram,Apple Pay,Cancelled,TRUE,27,FALSE
5274,Layla Kovacs ,layla.kovacs57@outlok.com,21-Apr-24,Running Shoes,Clothing,Â£29.99,1,United Kingdom,email,Apple Pay,Pending,Y,41,yes
5275,Leila Johnson  ,leila.johnson67@@hotmail.com,29-Apr-24,Trainers,Accessories,Â£29.99,3,uk,Facebook,Card,Cancelled,TRUE,18,TRUE
5276,Lucas Muller ,lucas.muller71@@hotmail.com,12/02/2024,Denim Jacket,Footwear,N/A,-1,UK,email,PayPal,Pending,TRUE,unknown,FALSE
5277,Leo Dubois  ,leo.dubois82mail.com,05/02/2024,Denim Jacket,Clothing,Â£29.99,2,uk,TikTok,Card,Pending,TRUE,unknown,yes
5278,Fatima Brown ,fatima.brown54hotmail.com,2024.01.20,Trainers,Accessories,Â£45,-1,UK,Instagram,Apple Pay,Completed,N,unknown,TRUE
5279,Tom Romano  ,tom.romano56@,28-Feb-24,Hoodie,Clothing,Â£45,2,GB,TikTok,Google Pay,Completed,FALSE,unknown,yes
5280,Khalid Silva ,khalid.silva12@gmail.com,16-Mar-24,Cap,Footwear,29.99,3,uk,Instagram,PayPal,Completed,N,,FALSE
5281,Ravi Kim ,ravi.kim54@@mail.com,2024.04.14,Cap,Clothing,55,3,UK,email,Google Pay,Pending,N,22,FALSE
5282,Leila Romano,leilaromano@company.co,2024.02.03,Cap,Footwear,Â£60.00,1,uk,email,Card,Completed,No,,yes
5283,Emre Novak ,emrenovak@company.co,25/01/2024,Graphic Tee,Accessories,55,2,GB,Email,Google Pay,Cancelled,No,22,FALSE
5284,Elena Dubois ,elena.dubois86@hotmail.com,2024.04.09,Running Shoes,Clothing,29.99,-1,UK,email,Google Pay,Pending,Yes,unknown,no
5285,Lucas Popescu ,lucas.popescu13mail.com,15/02/2024,Hoodie,Clothing,N/A,3,GB,Email,Card,Refunded,N,18,TRUE
5286,Freya Schmidt ,freya.schmidt10 @hotmail.com,30-Apr-24,Trainers,Accessories,Â£45,-1,United Kingdom,Instagram,PayPal,Refunded,N,22,FALSE
5287,Callum Conti  ,callum.conti37 @gmail.com,2024.03.26,Graphic Tee,Accessories,55,2,United Kingdom,Facebook,Google Pay,Refunded,N,22,TRUE
5288,Sara ONeil,saraoneil@company.co,01-Mar-24,Trainers,Footwear,N/A,1,United Kingdom,Email,PayPal,Pending,N,34,FALSE
5289,Ava Papadopoulos  ,ava.papadopoulos28@@outlook.com,04-Jan-24,Graphic Tee,Clothing,Â£29.99,1,uk,Instagram,PayPal,Refunded,Y,18,FALSE
5290,Daniel Johnson,daniel.johnson17hotmail.com,05-Feb-24,Cap,Accessories,Â£45,0,U.K.,TikTok,Apple Pay,Cancelled,FALSE,unknown,no
5291,Priya Rossi ,priya.rossi92 @company.co,06/02/2024,Hoodie,Clothing,Â£29.99,3,U.K.,TikTok,Apple Pay,Pending,N,22,TRUE
5292,Ava Patel,ava.patel33gmail.com,2024.03.29,Denim Jacket,Footwear,29.99,2,U.K.,Facebook,Apple Pay,Refunded,N,unknown,FALSE
5293,Marco Patel ,marco.patel44@hotmail.com,2024.02.18,Trainers,Clothing,Â£45,-1,UK,Facebook,Card,Completed,Y,,TRUE
5294,Daniel Hernandez ,daniel.hernandez39@,28-Jan-24,Running Shoes,Accessories,Â£60.00,1,UK,Instagram,Card,Completed,FALSE,41,yes
5295,Yusuf Smith ,yusuf.smith64 @company.co,29-Mar-24,Hoodie,Footwear,29.99,1,UK,TikTok,Card,Cancelled,TRUE,22,no
5296,Anika Fischer  ,anika.fischer94 @gmail.com,2024.01.10,Hoodie,Clothing,55,1,United Kingdom,email,Google Pay,Refunded,TRUE,27,yes
5297,Freya Ivanov  ,freya.ivanov33@hotnail.com,12/04/2024,Hoodie,Accessories,55,1,U.K.,Email,PayPal,Refunded,Y,unknown,FALSE
5298,Chloe Sato,chloe.sato77@,25/04/2024,Denim Jacket,Clothing,N/A,0,United Kingdom,Instagram,Apple Pay,Cancelled,N,22,yes
5299,Ibrahim Novak  ,ibrahim.novak85company.co,17/01/2024,Graphic Tee,Accessories,Â£60.00,-1,United Kingdom,Facebook,Apple Pay,Refunded,TRUE,22,no
5300,Leila Wright ,leila.wright24@mail.com,2024.04.28,Running Shoes,Clothing,N/A,2,UK,TikTok,Card,Pending,N,34,yes
5327,Daniel Romano,daniel.romano44gmail.com,2024.05.27,Running Shoes,Clothing,N/A,1,uk,email,Card,Refunded,No,34,TRUE
5328,Harper Weber,harper.weber90@@mail.com,01/06/2024,Cap,Footwear,£45,0,GB,Instagram,PayPal,Cancelled,Y,unknown,FALSE
5329,Aisha Conti,aisha.conti55gmail.com,2024.05.29,Hoodie,Accessories,29.99,3,U.K.,Facebook,Google Pay,Completed,TRUE,22,yes
5330,Leo Novak,leo.novak33 @gmail.com,04/06/2024,Denim Jacket,Accessories,N/A,-1,uk,email,Card,Pending,N,,FALSE
5331,Jonah Silva,jonah.silva90gmail.com,2024.05.26,Trainers,Clothing,£29.99,2,GB,Instagram,Apple Pay,Refunded,TRUE,27,no
5332,Elena Conti,elena.conti44@@hotmail.com,30/05/2024,Graphic Tee,Footwear,29.99,1,uk,Email,Google Pay,Completed,Y,unknown,TRUE
5333,Marco Weber,marco.weber55gmail.com,2024.06.02,Running Shoes,Accessories,N/A,0,U.K.,TikTok,Card,Cancelled,No,22,FALSE
5334,Isla Silva,isla.silva90 @mail.com,2024.05.23,Cap,Clothing,£45,-1,GB,Instagram,PayPal,Refunded,TRUE,unknown,no
5335,Jonas Keller,jonas.keller44gmail.com,05/06/2024,Hoodie,Footwear,29.99,3,uk,Facebook,Google Pay,Pending,Y,27,TRUE
5336,Ava Romano,ava.romano88@@gmail.com,28/05/2024,Denim Jacket,Accessories,N/A,2,United Kingdom,email,Card,Completed,No,34,FALSE
5337,Daniel Petrov,daniel.petrov33gmail.com,2024.06.03,Trainers,Clothing,£29.99,1,uk,Instagram,PayPal,Refunded,TRUE,,TRUE
5338,Harper Novak,harper.novak55 @gmail.com,2024.05.25,Graphic Tee,Footwear,29.99,0,GB,Email,Google Pay,Cancelled,N,unknown,FALSE
5339,Aisha Weber,aisha.weber90gmail.com,06/06/2024,Running Shoes,Accessories,N/A,-1,uk,TikTok,Card,Completed,TRUE,22,no
5340,Leo Conti,leo.conti33@@mail.com,2024.05.27,Cap,Footwear,£55,3,U.K.,Instagram,PayPal,Pending,Y,unknown,TRUE
5341,Jonah Romano,jonah.romano44gmail.com,29/05/2024,Hoodie,Accessories,29.99,2,GB,Facebook,Google Pay,Refunded,No,27,FALSE
5342,Elena Weber,elena.weber55 @gmail.com,2024.06.01,Denim Jacket,Clothing,N/A,0,uk,email,Card,Cancelled,TRUE,,no
5343,Marco Silva,marco.silva90gmail.com,2024.05.24,Trainers,Accessories,£29.99,-1,United Kingdom,Instagram,Apple Pay,Completed,Y,22,TRUE
5344,Isla Conti,isla.conti44@@hotmail.com,04/06/2024,Graphic Tee,Footwear,29.99,3,uk,Email,Google Pay,Pending,N,unknown,FALSE
5345,Jonas Weber,jonas.weber33gmail.com,2024.05.26,Running Shoes,Clothing,N/A,1,GB,TikTok,Card,Refunded,TRUE,34,no
5346,Ava Silva,ava.silva55 @mail.com,03/06/2024,Cap,Clothing,£45,0,uk,Instagram,PayPal,Cancelled,Y,unknown,TRUE
5347,Daniel Novak,daniel.novak90gmail.com,2024.05.28,Hoodie,Footwear,29.99,2,U.K.,Facebook,Google Pay,Completed,No,27,FALSE
5348,Harper Petrov,harper.petrov44@@gmail.com,30/05/2024,Denim Jacket,Accessories,N/A,-1,GB,email,Card,Pending,TRUE,,TRUE
5349,Aisha Silva,aisha.silva33gmail.com,2024.06.02,Trainers,Clothing,£29.99,3,uk,Instagram,Apple Pay,Refunded,N,22,no
5350,Leo Weber,leo.weber90 @mail.com,2024.05.25,Graphic Tee,Footwear,29.99,1,United Kingdom,TikTok,Google Pay,Completed,TRUE,unknown,FALSE
5351,Jonah Conti,jonah.conti55gmail.com,06/06/2024,Running Shoes,Accessories,N/A,0,uk,Email,Card,Cancelled,Y,27,TRUE
5352,Elena Romano,elena.romano44@@gmail.com,2024.05.27,Cap,Footwear,£55,-1,GB,Instagram,PayPal,Refunded,No,unknown,no
5353,Marco Novak,marco.novak33gmail.com,01/06/2024,Hoodie,Accessories,29.99,3,uk,Facebook,Google Pay,Pending,TRUE,22,FALSE
5354,Isla Weber,isla.weber90 @mail.com,2024.05.29,Denim Jacket,Clothing,N/A,1,U.K.,email,Card,Completed,N,,TRUE
5355,Jonas Silva,jonas.silva44gmail.com,2024.06.03,Trainers,Accessories,£29.99,0,GB,Instagram,Apple Pay,Cancelled,TRUE,unknown,FALSE
5356,Ava Conti,ava.conti55@@gmail.com,26/05/2024,Graphic Tee,Footwear,29.99,2,uk,Email,Google Pay,Refunded,Y,27,TRUE
5357,Daniel Weber,daniel.weber90gmail.com,2024.06.04,Running Shoes,Clothing,N/A,-1,United Kingdom,TikTok,Card,Completed,No,34,no
5358,Harper Silva,harper.silva44 @mail.com,2024.05.28,Cap,Clothing,£45,3,uk,Instagram,PayPal,Pending,TRUE,unknown,FALSE
5359,Aisha Novak,aisha.novak90gmail.com,02/06/2024,Hoodie,Footwear,29.99,1,GB,Facebook,Google Pay,Completed,N,22,TRUE
5360,Leo Conti,leo.conti55@@hotmail.com,2024.05.30,Denim Jacket,Accessories,N/A,0,uk,email,Card,Refunded,TRUE,,no
5361,Jonah Weber,jonah.weber44gmail.com,2024.06.01,Trainers,Clothing,£29.99,2,U.K.,Instagram,Apple Pay,Cancelled,Y,unknown,FALSE
5362,Elena Silva,elena.silva33 @gmail.com,2024.05.27,Graphic Tee,Footwear,29.99,3,GB,Email,Google Pay,Pending,No,27,TRUE
5363,Marco Petrov,marco.petrov55gmail.com,2024.06.03,Running Shoes,Accessories,N/A,-1,uk,TikTok,Card,Completed,TRUE,22,no
5364,Isla Romano,isla.romano44@@mail.com,2024.05.29,Cap,Footwear,£55,1,United Kingdom,Instagram,PayPal,Refunded,N,unknown,FALSE
5365,Jonas Weber,jonas.weber55gmail.com,04/06/2024,Hoodie,Accessories,29.99,0,uk,Facebook,Google Pay,Completed,TRUE,27,TRUE
5366,Ava Silva,ava.silva90 @mail.com,2024.05.26,Denim Jacket,Clothing,N/A,2,GB,email,Card,Cancelled,Y,,FALSE
5367,Daniel Conti,daniel.conti44gmail.com,2024.06.02,Trainers,Accessories,£29.99,-1,uk,Instagram,Apple Pay,Refunded,No,22,no
5368,Harper Novak,harper.novak33@@gmail.com,2024.05.28,Graphic Tee,Footwear,29.99,3,U.K.,Email,Google Pay,Pending,TRUE,unknown,TRUE
5369,Aisha Weber,aisha.weber44gmail.com,2024.06.05,Running Shoes,Clothing,N/A,1,GB,TikTok,Card,Completed,N,27,FALSE
5370,Leo Romano,leo.romano55 @gmail.com,2024.05.27,Cap,Clothing,£45,0,uk,Instagram,PayPal,Cancelled,TRUE,unknown,no
5371,Jonah Silva,jonah.silva33gmail.com,03/06/2024,Hoodie,Footwear,29.99,2,United Kingdom,Facebook,Google Pay,Completed,Y,22,TRUE
5372,Elena Conti,elena.conti90@@mail.com,2024.05.29,Denim Jacket,Accessories,N/A,-1,uk,email,Card,Refunded,TRUE,,FALSE
5373,Marco Weber,marco.weber33gmail.com,2024.06.01,Trainers,Clothing,£29.99,3,GB,Instagram,Apple Pay,Pending,N,unknown,FALSE
5374,Isla Silva,isla.silva55 @gmail.com,2024.05.26,Graphic Tee,Footwear,29.99,1,uk,Email,Google Pay,Completed,TRUE,27,TRUE
5375,Jonas Conti,jonas.conti90gmail.com,2024.06.04,Running Shoes,Accessories,N/A,0,U.K.,TikTok,Card,Cancelled,Y,unknown,no
5376,Ava Novak,ava.novak44@@gmail.com,2024.05.29,Graphic Tee,Footwear,29.99,1,uk,Instagram,Card,Completed,Y,22,TRUE
5377,Daniel Silva,daniel.silva90 @mail.com,04/06/2024,Running Shoes,Accessories,N/A,-1,GB,Email,PayPal,Cancelled,TRUE,unknown,FALSE
